,sent_src,score_src,sum_src,sent_tgt,score_tgt,sum_tgt,score_diff,sum_diff,diff_pos
4139,"if the diffeomorphisms ψt are generated by a vector field x on m , then the soliton is called gradient soliton and f is called the potential of the soliton .",[1 1 0 1 0],3,"a soliton is the extremely robust , nonlinear excitation localized in space , which has particlelike properties .",[1 1 0 0 0],2,1,1,3
4144,meanwhile the hot-electron effect tends to soften the hf term through the increase of the electron temperature and the scattering rate .,[0 1 0 0 0],1,"in small spin polarized regime , the hot-electron effect tends to enhance the sdt as the increase of the scattering rate reduces the inhomogeneous broadening .",[0 0 0 0 0],0,1,-1,1
4158,"one possible approach , albeit beyond the scope of our considerations here , is to use adaptive aggregations based on a posteriori error estimates on graphs as proposed in .",[1 1 0 0 1],3,"as we mentioned earlier , a viable approach for this is to use the adaptive aggregations based on a posteriori error estimates as proposed in .",[1 1 0 0 0],2,1,1,4
4168,"while many of those models achieve acceptable uncertainty estimates , they are notoriously slow to train and evaluate which makes them nonviable for real-world implementation .",[1 1 0 1 0],3,"compared to standard nns , these new models are often computationally slower to train and harder to implement , creating tremendous difficulty for practical uses .",[1 1 0 0 0],2,1,1,3
4176,"recurrent neural networks have recently shown great promise in tackling various sequence modeling tasks in machine learning , such as automatic speech recognition .",[0 1 0 0 0],1,"recurrent neural networks have received renewed interest due to their recent success in various domains , including speech recognition .",[0 0 0 0 0],0,1,-1,1
4183,deep learning has been successfully applied to many computer vision problems including segmentation .,[1 1 0 0 0],2,"deep convolutional neural networks have shown tremendous success in a variety of computer vision tasks , such as image classification .",[0 1 0 0 0],1,1,1,0
4190,it was shown that an even order symmetric tensor is positive definite if and only if all of its h-eigenvalues or z-eigenvalues are positive .,[1 1 0 0 0],2,"by , an even order symmetric tensor is positive semi-definite if and only if it has no negative h-eigenvalues .",[0 1 0 0 0],1,1,-1,0
4192,deep convolutional neural networks have been successful in many computer vision tasks including image classification .,[0 1 0 0 0],1,convolution-based deep neural networks have performed exceedingly well on 2d representation learning tasks .,[0 0 0 0 0],0,1,-1,1
4193,"the millimeter-wave spectrum , roughly defined as the frequencies between 10 and 300 ghz , is a new and promising frontier for cellular wireless communications .",[1 1 0 0 1],3,the millimeter wave bands -roughly corresponding to frequencies above 10 ghz -are a new frontier for cellular wireless communications .,[1 1 0 0 0],2,1,-1,4
4200,"so , each clockwise packing reduces the number of remaining flows to be packed by at least one .",[1 0 0 0 0],1,"thus , successive dual packings will reduce the numbers of remaining clockwise and counterclockwise flows by at least one alternately .",[0 0 0 0 0],0,1,1,0
4201,"the inflaton is the field corresponding to the position of a probe 3-brane , which moves in the internal compact space .",[1 1 0 0 0],2,"the inflaton itself is a coherent field , and as we have shown , other fields such as supersymmetric flat directions may be made coherent through the process of inflation .",[1 0 0 0 0],1,1,1,1
4205,"deep neural networks , together with large scale accurately annotated datasets , have achieved remarkable performance in a great many classification tasks in recent years .",[0 0 0 0 1],1,convolutional neural networks have seen tremendous success across different problems including image classification .,[0 0 0 0 0],0,1,-1,4
4206,deep learning has shown great success in a variety of tasks in image classification .,[0 1 0 0 0],1,"deep learning has shown its effectiveness in many computer vision tasks , such as object detection .",[0 0 0 0 0],0,1,1,1
4207,the performance of a wiretap channel was first introduced by wyner in which a source is trying to communicate with the destination in the presence of an external eavesdropper .,[1 0 0 0 0],1,"the wiretap channel , introduced by wyner , represents a channel model where a user wants to communicate a message to its legitimate receiver , without leaking information to an eavesdropper .",[0 0 0 0 0],0,1,-1,0
4209,"mykland , tierney , and yu and rosenthal have given prescriptions that are often useful for establishing in general spaces .",[0 1 0 0 1],2,mykland et al and rosenthal give prescriptions that are often useful for establishing in general spaces .,[0 1 0 0 0],1,1,1,4
4218,the first of them was established by kifer and provides a sufficient condition for the validity of ldp for a family of random probability measures .,[1 0 0 0 0],1,"in , kifer established a sufficient condition for the validity of the ldp for a family of random probability measures on a compact metric space .",[0 0 0 0 0],0,1,-1,0
4225,"to evaluate the proposed approach and demonstrate the effectiveness of the key components , we conduct an ablation study on the kitti benchmark .",[0 0 0 1 0],1,we verify the effectiveness of our approach with a series of experiments on the well-established kitti benchmark .,[0 0 0 0 0],0,1,-1,3
4235,"the interpretation of is that these anomalies are cancelled because the ncft automatically contains the necessary closed string axion fields which cancel the anomaly by the greenschwarz mechanism , precisely as in string theory .",[1 1 0 0 0],2,"this is analogous to the claim of , that the mixed anomalies are canceled by the coupling of the non-commutative gauge bosons to closed string axion-type fields , which cancel the anomaly by the green-schwarz mechanism .",[1 0 0 0 0],1,1,1,1
4243,"this saturation is a signature of statistics dominated by front-like structures , the cliffs .",[1 1 0 0 0],2,"this contribution is negative , and is called normal saturation .",[0 1 0 0 0],1,1,-1,0
4247,deep neural networks have been significantly successful in many artificial intelligence tasks such as im- age classification .,[0 1 0 0 0],1,"recently , deep neural networks have demonstrated impressive results in image classification .",[0 0 0 0 0],0,1,-1,1
4255,logistic regression is a widely used discriminative model for two-class classification 2 .,[1 1 0 0 0],2,logistic regression is a simple but effective method for supervised classification .,[0 1 0 0 0],1,1,-1,0
4257,jaderberg et al successfully use a synthetic dataset for optical character recognition systems .,[1 0 0 0 0],1,jaderberg et al use synthetic data to train cnn models for natural scene text recognition .,[0 0 0 0 0],0,1,1,0
4266,"in the perpendicular direction of the cell interface , a standard 5th-order weno-js method is used to determine the value of the variables on both sides of the interface .",[0 1 1 0 0],2,a standard fifth-order weno method is applied in the direction perpendicular to the cell interface to determine the line-averaged values of the variables on both sides of it .,[0 1 0 0 0],1,1,1,2
4267,"the exchange-correlation energy was evaluated with the help of the perdew-burke-erzenhof approach , within the generalised gradient approximation .",[1 1 0 0 0],2,"the generalized gradient approximation of perdew , burke and ernzerhof was used to describe the exchangecorrelation potential .",[0 1 0 0 0],1,1,-1,0
4270,success of convolutional neural networks over the past several years has lead to their extensive deployment in a wide range of computer vision tasks .,[0 0 1 0 0],1,"deep neural networks have achieved impressive performance on tasks across a variety of domains , including vision .",[0 0 0 0 0],0,1,1,2
4272,the first-principles density functional theory calculations in this work were carried out using the vienna ab-initio simulation package .,[1 1 1 0 0],3,"calculations were performed within density-functional theory , as implemented in the vienna ab initio simulation package 39 , 40 .",[1 1 0 0 0],2,1,-1,2
4283,"recently , deep learning has made breakthroughs in computer vision and natural language processing , presented new opportunities to recommender systems .",[0 1 0 0 0],1,"in recent years , deep learning technology has attracted considerable interest in the computer vision and machine learning community .",[0 0 0 0 0],0,1,-1,1
4284,"as shown recently , quantum field theories in noncommutative spacetime naturally arise as a decoupling limit of the worldvolume dynamics of d-branes in a constant ns-ns two-form background .",[1 1 0 0 0],2,"more generally , it has been realized that noncommutative gauge theory arises as the worldvolume theory on d-branes in the presence of a constant background b field in string theory .",[1 0 0 0 0],1,1,1,1
4286,"at this point it has been suggested that the neutral nambu-goldstone boson , being odd under cp , might condense and spontaneously break cp .",[0 1 0 0 0],1,"at this critical point it has been suggested that the neutral nambu-goldstone boson , being odd under cp , develops a vev spontaneously breaking cp .",[0 0 0 0 0],0,1,-1,1
4301,the structural and statistical properties of evolving and dynamical networks have been studied intensively over the last decade .,[1 1 1 0 0],3,"in the recent years , complex network structures and their dynamics have been studied intensively .",[1 1 0 0 0],2,1,-1,2
4304,"convolutional neural networks have shown extraordinary success in a large variety of computer vision tasks , such as image recognition .",[0 1 0 0 0],1,"deep convolutional neural networks achieve impressive performance on many computer vision tasks , including image classification .",[0 0 0 0 0],0,1,-1,1
4312,"nevertheless , it was observed in that , in typical indoor environments the main received energy at the photodetector comes from the los component .",[1 1 0 1 0],3,"however , in it was observed that , in typical indoor scenarios the majority of the collected energy at the photodetector comes from the los component .",[1 1 0 0 0],2,1,-1,3
4314,"machine learning approaches , especially deep neural networks , are transforming a wide range of application domains , such as computer vision .",[0 0 0 0 1],1,"deep neural networks have launched a profound reformation in a wide variety of fields such as image classification , detection , and segmentation .",[0 0 0 0 0],0,1,-1,4
4315,"additionally , the use of an augmented dataset with adversarial samples is perhaps one of the most successful approaches to construct robust neural networks .",[1 1 1 0 0],3,adversarial training has recently been shown to be one of the most successful methods for increasing the robustness to adversarial perturbations of deep neural networks .,[1 1 0 0 0],2,1,-1,2
4317,"as alluded to above , for weighted flow-time on unrelated machines , the best clairvoyant result is a -speed o-competitive algorithm .",[1 1 0 1 0],3,"for the version with power functions , the best corresponding clairvoyant result is a -speed o-competitive algorithm .",[1 1 0 0 0],2,1,-1,3
4320,"recently , deep learning based algorithms have shown great success in object detection and classification tasks .",[0 1 0 0 0],1,"recently , deep convolutional neural networks have attracted a lot of attention in visual recognition due to its good performance .",[0 0 0 0 0],0,1,-1,1
4324,"deep convolutional neural networks have recently shown immense success for various image recognition tasks , such as object recognition .",[0 1 0 0 0],1,convolutional neural networks have recently achieved great success on various visual recognition tasks .,[0 0 0 0 0],0,1,1,1
4326,"besides , their gainbased pruning is based on the greedy algorithm presented in with a bound looser than our online bound .",[1 1 0 0 0],2,"besides , their pruning based on the greedy algorithm in has a bound looser than ours .",[0 1 0 0 0],1,1,1,0
4334,"deep learning has brought significant breakthroughs in many computer vision tasks , including object detection .",[0 1 0 0 0],1,deep neural networks have demonstrated dramatically accurate results for challenging tasks .,[0 0 0 0 0],0,1,-1,1
4344,this case is also known as multiantenna broadcast channel precoding and the precoder design is dependant on the channels of the individual users .,[1 1 0 0 0],2,this case is also known as multiantenna broadcast channel precoding and the precoder design depends on the channels of the individual users .,[1 0 0 0 0],1,1,1,1
4346,recent success of deep convolutional networks has been coupled with increased requirement of computation resources .,[0 1 0 0 0],1,"likewise , the convolution layer in artificial neural networks has achieved great success .",[0 0 0 0 0],0,1,-1,1
4350,differential privacy is a privacy model that has received significant attention in machine-learning and datamining applications .,[1 1 0 0 0],2,differential privacy is a strong notion of algorithmic stability that was originally introduced to ensure data privacy .,[0 1 0 0 0],1,1,-1,0
4353,the idea of a strong power graph was introduced by singh and manilal as a generalization of power graphs of a finite group .,[1 0 0 0 0],1,"motivated by this , singh and manilal defined the strong power graphs as a generalization of the power graphs .",[0 0 0 0 0],0,1,1,0
4356,impressive results have been demonstrated in several areas such as image inpainting .,[0 1 0 0 0],1,deep learning based methods have achieved great success on the image inpainting task .,[0 0 0 0 0],0,1,1,1
4359,deep neural networks are widely used in various fields of machine learning and achieve huge success in all these applications .,[0 1 0 0 0],1,"specially , neural networks with deep hierarchical layers have achieved many breakthroughs in machine learning , which leads to the great research interests in deep learning .",[0 0 0 0 0],0,1,-1,1
4380,"for the past several years , deep neural networks have increased in popularity thanks to their ability to attain high accuracy and performance in a multitude of machine learning tasks -eg , image and speech recognition .",[0 1 0 0 0],1,"deep neural networks have gained a lot interests in recent years as it has demonstrated success for many classification and regression tasks , including image recognition .",[0 0 0 0 0],0,1,1,1
4388,"recurrent neural nets , especially the long short-term memory have brought about breakthroughs in solving complex sequence modelling tasks in various domains such video understanding , speech recognition and natural language processing .",[0 1 0 0 1],2,"deep neural networks trained with millions of parameters have achieved tremendous success in various machine learning tasks including speech , natural language and image processing .",[0 1 0 0 0],1,1,1,4
4398,"in , for a markov eh process , and a static channel , a discrete power allocation problem is studied to maximize the throughput .",[1 1 0 1 0],3,"in , power allocation to maximize the throughput is studied when the amount of harvested energy and channel states are modeled as markov and static processes , respectively .",[1 1 0 0 0],2,1,1,3
4399,"convolutional neural networks have achieved great success in many fields , such as object classification , face recognition .",[0 1 0 0 0],1,convolutional neural networks have achieved great success in visual recognition in recent years .,[0 0 0 0 0],0,1,1,1
4404,an adm charge corresponding to an asymptotic symmetry of a spacetime is defined via hamiltonian perturbation theory .,[1 0 1 0 0],2,"generally , an adm charge corresponding to an asymptotic symmetry of a spacetime is defined via hamiltonian perturbation theory .",[1 0 0 0 0],1,1,-1,2
4409,"the perdew-burke-ernzerhof exchange-correlation potential was used , including semi-empirical dispersion corrections .",[1 1 1 0 0],3,the generalized gradient approximation parametrized by perdew-burke-ernzerhof was employed for the evaluation of the exchange-correlation functional .,[0 1 1 0 0],2,1,-1,0
4410,"in , non-singular solutions for screw and edge dislocations were found .",[1 1 1 0 0],3,"in , the static solutions of screw and edge dislocations were given .",[1 1 0 0 0],2,1,-1,2
4411,a feature shared by many real systems modeled as complex networks is the presence of community structure .,[0 1 1 0 0],2,another important observed feature of complex networks is the presence of a community structure .,[0 1 0 0 0],1,1,1,2
4423,hydrogen itself is the main opacity source for earlier spectral types .,[0 1 0 0 0],1,"if hydrogen is the dominant collision partner , we can determine the density of h i necessary to collisionally excite the observed rotational levels of co .",[0 0 0 0 0],0,1,1,1
4425,"the gravitational field is a power-law function of the extra coordinate , y .",[1 1 0 0 0],2,"the gravitational field is a metric tensor on spacetime to which is naturally associated a metric-connection in the tangent bundle , and the gauge symmetries arise from diffeomorphisms acting on the spacetime manifold .",[1 0 0 0 0],1,1,1,1
4428,convolutional neural networks have recently been very successful on a variety of recognition and classification tasks .,[0 1 0 0 0],1,"convolutional neural networks have proved their dominating spot in various machine learning tasks , such as speech recognition .",[0 0 0 0 0],0,1,1,1
4434,"in recent years , deep convolutional neural networks have been shown to be exceptionally effective for image classification .",[0 1 0 0 0],1,"in recent years , deep neural networks have led to many breakthrough results in machine learning and computer vision , and are now widely deployed in industry .",[0 0 0 0 0],0,1,1,1
4443,the generalized gradient approximation according to perdewburke-ernzerhof was employed for both the generation of the pseudopotentials and the exchange-correlation functional .,[1 1 1 0 0],3,the exchange-correlation of electrons was treated within the generalized gradient approximation as implemented by perdew-berke-enzelhof .,[1 1 0 0 0],2,1,1,2
4447,"in order to establish the adaptability of our proposed method , we train our model on a very different dataset than the places365 dataset zhou et al .",[0 0 0 1 0],1,"for demonstrating the effectiveness of our loss function , we train our model using a subset of the places365 data-set zhou et al .",[0 0 0 0 0],0,1,-1,3
4452,"random linear network coding and more recently , random affine network coding , are powerful means for distributing information in networks .",[1 1 0 0 1],3,linear network coding and random linear network coding are essential for efficient utilization of network resources .,[1 1 0 0 0],2,1,-1,4
4458,"the discrepancy is a consequence of the changes made to the collision step , as the exchange of momentum between the mpcd particles and the colloid , via vp , changes the effective number of local brownian collisions .",[1 1 0 0 0],2,"this discrepancy is a sign that another phenomenon , not included in the theoretical description happens .",[0 1 0 0 0],1,1,-1,0
4459,"in recent years , the deep convolutional neural networks have made great breakthroughs in computer vision .",[0 1 0 0 0],1,"deep convolutional neural networks have successfully revolutionized various challenging tasks , eg , image classification .",[0 0 0 0 0],0,1,1,1
4465,"recent deep learning models trained on large-scale datasets have significantly advanced the task of image classification and related applications in computer vision , such as object detection .",[0 0 1 0 0],1,"recently , deep convolutional neural networks have led to substantial improvements for numerous computer vision tasks like object detection , often achieving human-level performance .",[0 0 0 0 0],0,1,-1,2
4466,the linear gauge field term in the perturbative expansion is universal .,[1 1 1 0 0],3,the quadratic term is antisymmetric in gauge fields .,[1 1 0 0 0],2,1,-1,2
4468,classical quantities are conveniently represented as moments of some joint distribution functions connected to measurements .,[1 1 0 0 0],2,classical correlation functions are given by moments of the joint distribution of successive measurements and are therefore directly observable .,[1 0 0 0 0],1,1,-1,1
4476,deep convolutional neural networks have proved to solve a growing number of problems .,[0 1 0 0 0],1,convolutional neural networks have shown their efficiency for a wide range of tasks .,[0 0 0 0 0],0,1,1,1
4480,"loading rydberg atoms into deep optical lattices has been achieved recently , allowing the realization of spin-lattice models and observation of spatial ordering due to long-range interaction .",[1 1 0 0 0],2,"moreover , loading of rydberg atoms into an optical lattice and the observation of emerging ordered structures have been achieved experimentally , although so far only in the frozen-limit of a deep lattice potential .",[0 1 0 0 0],1,1,-1,0
4489,"if an orbit contains a critical point of f then , by invariance , all points of this orbit are critical points and the orbit itself is called a critical orbit of f .",[1 1 0 1 0],3,but the orbit through is a torus-knot which is not taut .,[1 1 0 0 0],2,1,-1,3
4491,"in recent years , the deep convolutional neural networks have made great breakthroughs in computer vision .",[0 1 0 0 0],1,recent developments showed that neural networks can be applied successfully in many technical applications like computer vision .,[0 0 0 0 0],0,1,-1,1
4495,convolutional neural networks have been demonstrated to have state-of-the-art performances in many computer vision tasks such as image classification .,[0 1 0 0 0],1,"recently , deep convolutional neural networks have led to substantial improvements for numerous computer vision tasks like object detection , often achieving human-level performance .",[0 0 0 0 0],0,1,-1,1
4497,luong et al use recursive neural networks and neural language models to better represent rare words via morphemes .,[1 1 0 0 0],2,"based on recursive neural network , luong et al utilized the weighted morpheme part and basic part of an english word to improve the representation of it .",[1 0 0 0 0],1,1,1,1
4503,"similar to , by 1 n i -dehn surgery on these curves , s can be isotoped across curves inb without affecting the isotopy class of s in n .",[1 1 0 1 0],3,"so , as in , φcan be isotoped across the curves bi , j in b without affecting the isotopy class of s in n .",[1 1 0 0 0],2,1,1,3
4505,"along this direction , convolutional neural networks have been very successful in various computer vision and natural language processing tasks in recent years .",[0 1 0 0 0],1,"recent successes of deep neural networks have spanned many domains , from computer vision and many other tasks .",[0 0 0 0 0],0,1,1,1
4515,the first shell consists of 142 new metabolites and the second shell of 171 new metabolites .,[1 1 0 0 0],2,"this shell is a circle , it contributes to 1 generator .",[1 0 0 0 0],1,1,1,1
4519,"the markov blanket of a variable of interest t , denoted as b , is the minimal set of variables conditioned on which all other variables in the model are probabilistically independent of the target t .",[1 1 1 0 0],3,"precisely , the markov blanket of a target variable t is defined as the minimal set of variables , conditioned on which all other variables are independent of the target .",[1 1 0 0 0],2,1,-1,2
4520,"the lightest neutralino , if it is the lsp , is the plausible candidate for the cdm .",[1 1 0 0 1],3,"the lightest neutralino is the lightest eigenvalue of this , and may be the lsp .",[1 1 0 0 0],2,1,-1,4
4530,"to learn the true data distribution p data in a nonparametric way , goodfellow et al proposed the generative adversarial network .",[0 0 0 1 0],1,goodfellow et al proposed an easy and effective framework of generative models based on an adversarial process .,[0 0 0 0 0],0,1,-1,3
4531,qdi asynchronous circuits are generally categorized as strong-indication types .,[1 1 0 0 0],2,asynchronous circuits are generally categorized as strongly indicating .,[0 1 0 0 0],1,1,-1,0
4536,cluster complexes are combinatorial objects that arose in the theory of cluster algebras initiated by fomin and zelevinsky .,[1 1 0 0 0],2,cluster algebras were introduced by fomin and zelevinsky in in the context of canonical bases and total positivity .,[1 0 0 0 0],1,1,1,1
4537,the fluxes of the various parts of the line profiles are well correlated with each other and also with the continuum flux .,[1 1 1 0 0],3,"the flux in different parts of the profiles , are well correlated with each other , and with the continuum flux as well .",[1 1 0 0 0],2,1,1,2
4538,deep neural networks have achieved outstanding performances on many computer vision tasks .,[0 1 0 0 0],1,deep learning has led to significant improvements in many computer vision tasks such as image classification .,[0 0 0 0 0],0,1,1,1
4546,"the nucleon is a satisfactory laboratory to check the relation between fragmenta tion and distribution functions , since we have data both on the quark distributions of the nucleon from deep inelastic scattering .",[1 1 0 0 0],2,"a nucleon is a common name for both neutrons and protons , emphasizing the approximated symmetry of their response to the strong force , and their similar mass .",[0 1 0 0 0],1,1,1,0
4547,"deep convolutional neural networks have recently shown immense success for various image recognition tasks , such as object recognition .",[0 1 0 0 0],1,"recently , the use of deep convolutional neural networks has shown promising results for many vision-based tasks including image classification .",[0 0 0 0 0],0,1,-1,1
4548,the intensity of incident light was controlled with filters placed on the collimator .,[1 1 0 0 0],2,the filters on the collimator were used to control the light intensity .,[0 1 0 0 0],1,1,1,0
4553,represents the deterministic evolution and dij is called kinetic coefficient .,[1 0 0 0 0],1,"since this coefficient is a short distance property , we may work directly at the critical point .",[0 0 0 0 0],0,1,1,0
4556,in the following section when we will understand better .,[1 1 0 0 0],2,we will be more explicit in the following .,[0 1 0 0 0],1,1,-1,0
4560,"rapid developments in advanced machine learning , especially in the area of deep learning techniques-such as deep cnns-has increased the use of these techniques in a wide range of computer vision research areas .",[0 0 0 0 1],1,"in recent years , deep neural networks have demonstrated impressive performance improvements on a wide range of challenging machine learning tasks .",[0 0 0 0 0],0,1,-1,4
4563,"finally , we compare our rds network with other state-of-the-art methods on five public sod datasets , hku-is .",[0 0 0 1 0],1,"we compare our proposed salient object detector with 16 recent state-of-the-art saliency models , including drfi .",[0 0 0 0 0],0,1,-1,3
4574,"polar codes are the first family of explicit error-correcting codes to provably achieve the capacity of binary symmetric channels , with a low-complexity encoding and successive cancellation decoding .",[1 1 0 0 0],2,"polar codes proposed by arikan , are the first explicit construction of a family of codes that provably achieve the channel capacity for any binary-input , symmetric , memoryless channel .",[0 1 0 0 0],1,1,1,0
4577,"for the exchange-correlation potential , within the general gradient approximation , the parametrization of perdew-burke-ernzerhof was chosen .",[1 1 0 1 0],3,"generalized gradient approximation was used for the exchangecorrelation energy , within the perdew-burke-ernzerhof functional form .",[1 1 0 0 0],2,1,-1,3
4594,"recently , there has been significant progress in deep reinforcement learning .",[1 1 0 0 0],2,"deep model-free reinforcement learning has had great successes in recent years , notably in playing video games .",[0 1 0 0 0],1,1,1,0
4596,gao et al conducted a broad analysis on spam campaigns that occurred in facebook network .,[0 1 0 0 0],1,gao et al conduct a rigorous and extensive study on detecting spam campaigns in facebook wall posts .,[0 0 0 0 0],0,1,1,1
4599,"despite the fact that deep neural networks demonstrate outstanding performance for many machine learning tasks , researchers have found that they are susceptible to attacks by adversarial examples .",[1 1 0 1 0],3,"despite the fundamental breakthroughs in various tasks , deep neural networks have been shown to be utterly vulnerable to adversarial attacks .",[1 1 0 0 0],2,1,1,3
4602,the weak phases and the decay amplitudes can then be solved by comparing the resultant parametrization with experimental data .,[1 1 0 0 0],2,the weak phases and the amplitudes are determined by comparing this parametrization with available measurements .,[1 0 0 0 0],1,1,1,1
4608,the moment method has been applied to random matrices since the work of wigner .,[1 1 0 0 0],2,this semicircle law was first derived by wigner for large random matrices .,[1 0 0 0 0],1,1,1,1
4617,let be the time-average values for the radial component .,[1 1 1 0 0],3,let gh be the radial component and let ge be the transverse component of g .,[1 1 0 0 0],2,1,-1,2
4621,"deep neural networks have been widely adopted in many applications such as computer vision , speech recognition , and natural language processing .",[1 1 0 0 0],2,convolutional neural networks have become quintessential for solving a variety of computer vision tasks such as classification .,[0 1 0 0 0],1,1,-1,0
4623,"recently , graph convolutional networks have been widely studied for graph data representation and learning .",[1 1 0 0 0],2,"in particular , a variety of graph convolutional networks have been developed , including networks with prescribed parameters .",[1 0 0 0 0],1,1,1,1
4624,"deep neural networks have been very successful in large-scale recognition and classification tasks , some even surpassing human-level accuracy .",[0 1 0 0 0],1,deep neural networks have achieved considerable improvements in learning tasks with voluminous labeled data .,[0 0 0 0 0],0,1,1,1
4651,a batch normalization layer is added to the output of every convolutional layer .,[1 1 0 0 0],2,following each convolutional layer is a batch normalization layer and a rectified linear unit .,[0 1 0 0 0],1,1,-1,0
4652,"by modifying or perturbing the characteristics of the transmitted signal , the power consumption can be minimized , using -- -the non-linear vector perturbation scheme .",[1 1 0 1 0],3,"transmit power can be further reduced by perturbing the transmitted vector , as in , where the optimum perturbation vector is found using the sphere encoder .",[1 1 0 0 0],2,1,1,3
4655,the physical layer security was first investigated by wyner in his landmark paper on the degraded wiretap channel .,[1 0 0 0 0],1,this result motivated the work by wyner who introduced the notion of wiretap channel .,[0 0 0 0 0],0,1,1,0
4659,"the conjugate gradient method is one of the most powerful algorithms for solving self-adjoint , positive definite linear equations .",[1 1 0 0 0],2,the conjugate gradient method is an iterative method which is often well suited to solve these systems .,[0 1 0 0 0],1,1,1,0
4660,this situation is very important because it links our results to the 1-matrix model studied in .,[0 1 0 0 0],1,we check in this part that our results coincide with the ones obtained directly from the 1-matrix model in .,[0 0 0 0 0],0,1,1,1
4662,"especially , many approaches based on convolutional neural networks made significant advances in large-scale image classification .",[0 1 0 0 0],1,"in recent years , deep neural networks have shown great power on image classification tasks .",[0 0 0 0 0],0,1,-1,1
4673,convolutional neural networks have been largely responsible for the significant progress achieved on visual recognition tasks in recent years .,[0 1 0 0 0],1,convolutional neural networks have recently provided state of the art results for several recognition tasks including object recognition .,[0 0 0 0 0],0,1,-1,1
4676,"in these conditions , the persistence of the present instantaneous beat signal between the two resonators would represent an unambiguous evidence for the type of random vacuum we have been considering .",[0 0 1 0 0],1,this should improve the short-term stability of the individual resonators by about two orders of magnitude would represent an unambiguous evidence for the type of random vacuum we have been considering .,[0 0 0 0 0],0,1,-1,2
4685,"despite face being a promising trait due to its convenience for users , universality and acceptability , traditional face recognition systems can be easily fooled with common printed facial photographs .",[0 1 0 1 0],2,"however , despite all these advantages , face recognition systems are the ones that most suffer from spoofing attacks since they can be easily fooled even with common printed photographs .",[0 1 0 0 0],1,1,1,3
4697,"deep neural networks have been extensively applied in many fields , such as image recognition .",[1 1 0 0 0],2,"large-scale deep neural networks or dnns have made breakthroughs in many fields , such as image recognition .",[0 1 0 0 0],1,1,-1,0
4703,"morphisms of towers , that are isomorphisms in this category , are called pro isomorphisms .",[1 1 0 0 1],3,"since these both are isomorphisms , so is the composition .",[1 1 0 0 0],2,1,-1,4
4704,"the chandrasekhar limit is a nearly-universal quantity , so it is not a surprise that the resulting explosions are of nearly-constant luminosity .",[1 1 0 0 0],2,the chandrasekhar limit is a stability criterion for compact objects like white dwarfs or the iron core of a massive star .,[0 1 0 0 0],1,1,1,0
4712,success of convolutional neural networks over the past several years has lead to their extensive deployment in a wide range of computer vision tasks .,[0 0 1 0 0],1,"in recent years , deep neural networks have achieved great success in a variety of machine learning tasks .",[0 0 0 0 0],0,1,1,2
4721,"to determine the mass parameter for the heavy charm quark we use the fermilab method , where the average link u 0 is determined from the plaquette .",[0 0 0 1 0],1,"we use the fermilab prescription for the charm quarks , which suppresses heavy-quark discretization effects in mass splittings .",[0 0 0 0 0],0,1,1,3
4723,convolutional neural networks have had great success in in various computer vision tasks .,[0 1 0 0 0],1,"recently , deep convolutional neural networks have achieved great successes in computer vision topics such as image classification .",[0 0 0 0 0],0,1,-1,1
4724,"in this scenario a lepton asymmetry arises from the out of equilibrium and cp-violating decay of heavy , majorana neutrinos , and it is processed into a baryon asymmetry by the electroweak sphaleron .",[1 1 0 0 0],2,"in the standard scenario of thermal leptogenesis , a lepton asymmetry is generated by decays of heavy right-handed majorana neutrinos into standard model leptons at temperatures much above the electroweak scale .",[1 0 0 0 0],1,1,1,1
4729,"unfortunately , the no-go theorem for the rule on lattice has been proved in our previous papers .",[1 1 1 0 0],3,this is an essence of the no-go theorem for the leibniz rule on lattice proved in our previous work .,[1 1 0 0 0],2,1,-1,2
4745,we will do this term by term to work out the contributing parts .,[0 1 0 0 0],1,we want to examine this action and work out the mass eigenstates .,[0 0 0 0 0],0,1,1,1
4753,"nice expositions of the theory of strongly regular graphs may be found in eg , .",[1 1 1 0 0],3,basic material on distance-regular graphs may be found in chapters 20 and 21 of .,[1 1 0 0 0],2,1,-1,2
4766,"among them , convolutional neural networks have been demonstrated to be extremely successful in computer vision .",[0 1 0 0 0],1,"recently , deep neural networks achieve excellent performance on difficult problems such as speech recognition .",[0 0 0 0 0],0,1,1,1
4769,"other methods , such as generative adversarial network , jointly train generative and discriminative models .",[0 0 0 0 1],1,"lately , a large body of successful deep generative models have emerged , especially generative adversarial networks .",[0 0 0 0 0],0,1,-1,4
4771,convolutional neural networks have recently been shown to perform well on large scale visual recognition tasks .,[0 1 0 0 0],1,convolutional neural networks have witnessed great improvement on a series of vision tasks such as object classification .,[0 0 0 0 0],0,1,1,1
4777,the trainable parameters are initialized using the glorot algorithm .,[1 1 0 0 0],2,all the parameters of the decoder network are initialized with xavier .,[0 1 0 0 0],1,1,-1,0
4780,a cnn feature based lstm model for action recognition is presented in .,[1 1 1 0 0],3,an lstm model that uses cnn features for action recognition is presented in .,[0 1 1 0 0],2,1,-1,0
4785,the most common approach to quantifying privacy guarantees in this setting is through -differential privacy .,[1 1 1 0 0],3,"in this context , the current standard notion of privacy is differential privacy .",[1 1 0 0 0],2,1,-1,2
